Fraudolent,SMS test,ID,Date and Time
0,How much i gave to you. Morning.,IKBINCC,2017-01-09
0,I'm in inside office..still filling forms.don know when they leave me.,L1QHDNM,2017-06-27
0,Yup ok...,U854DDB,2017-07-05
0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",X9945RU,2016-09-06
0,Yo! Howz u? girls never rang after india. L,MFY8AR0,2016-10-12
0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",WSPZQCL,2018-07-25
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",CMEBQUU,2016-03-26
0,Just sleeping..and surfing,2MPJI8J,2017-02-28
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",457NK5Y,2017-03-05
0,Yo theres no class tmrw right?,WKH919E,2018-08-02
0,O. Guess they both got screwd,PGQQL0Z,2018-04-29
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,G67LJCA,2018-06-20
0,Mine here like all fr china then so noisy.,F0X82U5,2018-08-21
0,Reckon need to be in town by eightish to walk from * carpark.,9LBRLHM,2017-06-17
0,Si si. I think ill go make those oreo truffles.,KG4YHCZ,2016-12-18
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",NUJGHOU,2017-10-28
0,Convey my regards to him,993FF6U,2016-07-03
0,Wait 2 min..stand at bus stop,UW3524F,2017-03-02
0,I dont know why she.s not getting your messages,TD3LITT,2016-02-28
0,Thanks love. But am i doing torch or bold.,03J8OGU,2018-01-28
0,She.s find. I sent you an offline message to know how anjola's now.,TQMKD0X,2018-01-27
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",2ENV9GH,2017-06-06
0,PICK UR FONE UP NOW U DUMB?,0KGRR15,2016-04-06
0,No need to buy lunch for me.. I eat maggi mee..,47URW0F,2016-05-23
0,Nah im goin 2 the wrks with j wot bout u?,TU8HD25,2016-08-08
0,Then i buy.,JXIDRW1,2016-12-17
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,Q2D4ROG,2018-06-28
0,"As usual..iam fine, happy &amp; doing well..:)",0YH8XUI,2017-10-11
0,Can ü send me a copy of da report?,VJXXPWV,2016-11-03
0,Sorry de i went to shop.,IJ7V7GS,2017-05-24
0,Send to someone else :-),HED142I,2018-08-26
0,have you ever had one foot before?,UJUZMW9,2017-12-13
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,1X8Q4TV,2017-03-20
1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,PGUWIAQ,2016-08-01
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",I3V0HKM,2017-02-06
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,CI1PHYA,2016-12-25
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,NJ2S5OF,2017-01-03
0,they released another Italian one today and it has a cosign option,KWPM5JK,2017-08-18
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",KJYF7TH,2017-08-08
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,H7X1G5G,2018-08-20
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",OTYOSGX,2016-07-01
0,K.k:)when are you going?,WTHZ90B,2016-07-15
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",E01PKH7,2017-12-08
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,RDRW1IG,2016-03-12
0,Hmm thinking lor...,H7ZKN33,2016-11-16
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,8IES4YE,2017-10-19
0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,06JNBVI,2017-07-17
0,Pls accept me for one day. Or am begging you change the number.,XABSVBM,2018-03-20
1,You have 1 new message. Call 0207-083-6089,J35CF3C,2018-04-25
0,"Sorry,  in meeting I'll call you later",QG0SEWX,2017-10-19
0,Gettin rdy to ship comp,3I0RWDK,2018-07-03
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,SDHEVK7,2017-01-03
0,In which place i can get rooms cheap:-),LCHOOY4,2016-02-29
0,You dont know you jabo me abi.,5VN40CV,2016-10-17
0,jay says he'll put in  &lt;#&gt;,CY3JSNK,2016-12-07
0,Hey morning what you come to ask:-) pa...,07FEEZZ,2016-08-27
0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",Z91PLWD,2016-11-05
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",SYV5IKM,2018-03-01
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),FEIJQML,2017-07-21
0,Howz that persons story,3S2784G,2016-03-11
0,Can you just come in for a sec? There's somebody here I want you to see,68J2MX9,2017-06-10
1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,YA6JCOT,2017-05-14
0,Its good to hear from you,L7GT8IX,2017-02-17
0,Or ill be a little closer like at the bus stop on the same street,DMWVG9A,2016-05-05
0,Ha... U jus ate honey ar? So sweet...,4WFMB4D,2017-02-03
0,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,SQHB7QY,2016-12-31
0,Good morning princess! How are you?,LX9FBTU,2016-04-21
0,U still painting ur wall?,KRNDKMQ,2016-10-03
0,The bus leaves at  &lt;#&gt;,KXIPTQT,2016-06-10
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,U1ARUUB,2016-04-06
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,GC5KWLH,2017-01-11
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),Q97RQMW,2018-01-09
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,UTUOJ2D,2018-02-22
0,Dhoni have luck to win some big title.so we will win:),8SXQG8P,2016-07-10
0,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",TV9WGHL,2017-09-24
0,Esplanade lor. Where else...,D2MLJU2,2016-06-20
0,If you ask her or she say any please message.,0LYIZNA,2017-04-12
0,Why you Dint come with us.,2TEZP9P,2016-03-02
0,But i'll b going 2 sch on mon. My sis need 2 take smth.,GZVESGC,2016-05-23
0,"Now, whats your house # again ? And do you have any beer there ?",4W5V53A,2016-03-10
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,EIOZYF8,2016-04-24
0,"Ok omw now, you at castor?",OE1W7FC,2016-05-15
0,We have all rounder:)so not required:),P9QG05N,2018-05-07
0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ZJSJ1Y3,2016-06-14
0,No. Thank you. You've been wonderful,LJ6X0EE,2017-11-09
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,U4YJFF9,2017-06-17
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",H9JHG1Y,2017-01-06
0,Huh i cant thk of more oredi how many pages do we have?,OJU89OF,2017-04-24
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,KYMH7NW,2017-01-31
0,There is no sense in my foot and penis.,COZ5NKY,2018-02-28
0,You're right I have now that I think about it,VLKV8XM,2017-07-30
0,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,IQ1RH0C,2016-06-04
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",2Y0A8EL,2016-10-27
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0AZ3QFN,2016-10-06
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",6IB0IYX,2017-01-21
0,"Yeah why not, is the gang all ready",E7AX1JC,2016-06-07
0,Ya! when are ü taking ure practical lessons? I start in june..,NDMHQGW,2017-09-08
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,8CHZRAW,2016-07-05
0,Nope... C ü then...,8MXKCRU,2017-07-03
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",6UT1WIO,2017-05-27
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",3WH3QNG,2018-03-03
0,Are u coming to the funeral home,YC796X3,2016-08-16
0,Still chance there. If you search hard you will get it..let have a try :),AG82SJV,2017-04-13
0,"Sir Goodmorning, Once free call me.",JWRZCV7,2016-02-18
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",I2DPYXY,2018-03-15
0,Still otside le..u come 2morrow maga..,M8W898W,2016-12-26
0,Aight sorry I take ten years to shower. What's the plan?,BMGRT02,2016-04-24
0,Sweet heart how are you?,LQ4NAMU,2017-03-16
0,R u here yet? I'm wearing blue shirt n black pants.,FOVQ0LZ,2018-07-02
0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",MN4EG24,2017-06-28
0,Ya:)going for restaurant..,0MNSCX1,2016-11-06
0,Yup,NJN730Z,2016-02-19
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",SNHGYBX,2017-01-07
0,Hey happy birthday...,1K20RY8,2018-04-26
0,Nan sonathaya soladha. Why boss?,NY8H842,2017-02-25
0,There bold 2  &lt;#&gt; . Is that yours,NCBG8AS,2016-03-29
0,"Me also da, i feel yesterday night  wait til 2day night dear.",17FF622,2017-02-18
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",P671T28,2018-08-27
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,RIAQO8A,2016-03-18
1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,EJG10XH,2016-02-27
0,&lt;#&gt;  mins but i had to stop somewhere first.,GA919B3,2018-09-11
0,My sister going to earn more than me da.,QLK1D5C,2017-08-31
0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",D6ANA49,2016-11-09
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",95S7XFC,2016-12-19
0,U calling me right? Call my hand phone...,30GTIMP,2017-01-08
0,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,L0C5YNL,2016-08-14
0,K.then any other special?,W29YNSV,2018-03-01
0,How will I creep on you now? ;_;,UHV70KU,2016-06-27
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",RYVGOKY,2017-01-11
0,As in i want custom officer discount oh.,3BVBY59,2018-03-20
0,When're you guys getting back? G said you were thinking about not staying for mcr,YIQU0IH,2017-08-14
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,5XDRJAP,2016-05-13
0,"K, wat s tht incident?",BSM8LQS,2017-03-11
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,5R48XLS,2016-12-01
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,B0WVJ61,2017-01-01
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",SYO7II4,2016-10-29
0,"I‘ve got some salt, you can rub it in my open wounds if you like!",40D20UZ,2017-07-01
0,Does uncle timi help in clearing cars,T1A43U6,2016-05-23
0,Ok i msg u b4 i leave my house.,M2XD66F,2018-09-12
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,K0A9BT0,2016-11-26
0,That's y u haf 2 keep me busy...,BYW29XJ,2016-06-09
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ARAZRGD,2018-04-19
0,Okay. I've seen it. So i should pick it on friday?,AABTFME,2017-01-29
0,Compliments to you. Was away from the system. How your side.,1YV7LY5,2017-03-02
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",WVVGB0K,2018-09-15
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",XIDKYHC,2016-08-11
0,3 pa but not selected.,LWDKRVI,2017-01-07
0,Check audrey's status right now,K4BU832,2016-11-14
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",O17QQSM,2017-11-10
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!,TA8HFXP,2016-04-24
0,Hey gals...U all wanna meet 4 dinner at nìte?,KT7GMFR,2016-04-07
0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,GJ7NTRP,2016-12-09
0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",EVA66HT,2016-10-31
0,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",8Z5Q9XF,2018-06-09
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0JU13R6,2017-04-28
0,Ok thanx... Take care then...,5RKDF1C,2016-04-02
0,Please tell me you have some of that special stock you were talking about,MKCYEXM,2016-06-30
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",J17DFH2,2018-01-16
0,And maybe some pressies,M15DNAL,2016-08-11
0,I finished my lunch already. U wake up already?,0SQ5VMX,2017-06-24
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,VVF5I5J,2017-08-13
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,H4ND47N,2016-07-17
0,Tell them the drug dealer's getting impatient,8UKEVD3,2018-06-13
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,N7WGX91,2017-01-18
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",56E1P4Q,2018-01-07
0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,9MP53GU,2016-08-23
0,Thank u!,7MKE633,2017-09-29
0,Yeah confirmed for you staying at  that weekend,EJ54PHV,2017-02-06
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,ECHMHLH,2018-08-25
0,He remains a bro amongst bros,JZYT4EU,2017-09-08
0,Nationwide auto centre (or something like that) on Newport road. I liked them there,EEDB2P3,2018-06-22
0,Captain is in our room:),DMF1YC0,2017-11-11
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,ZUVV971,2016-05-04
0,I had askd u a question some hours before. Its answer,RTVF9J2,2017-07-06
0,Ok.,ASA6S8Y,2018-01-25
0,Ball is moving a lot.will spin in last :)so very difficult to bat:),MF56LC8,2016-07-04
0,Yup i've finished c ü there...,QMETJQ6,2017-04-22
0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0N9OHQU,2016-08-02
1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,M81N117,2016-06-07
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,G0QTJF2,2018-07-31
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",GO3R4KN,2017-06-22
0,I'll probably be by tomorrow (or even later tonight if something's going on),Y4TUQ8N,2017-07-13
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,4JB3L2T,2018-09-13
0,Hi! This is Roger from CL. How are you?,E5KAK7T,2017-08-18
0,have got * few things to do. may be in * pub later.,E4JE2IY,2016-08-13
0,Want to finally have lunch today?,FKNPF34,2016-09-10
0,Genius what's up. How your brother. Pls send his number to my skype.,Z8QIBBB,2018-01-23
0,"Dad wanted to talk about the apartment so I got a late start, omw now",0PSM8TC,2017-10-29
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",QJQFC4D,2016-10-14
0,Ok i go change also...,55FL0MS,2016-04-17
0,Jus finish watching tv... U?,Y2SL7HB,2017-05-12
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,7RCL3GK,2017-04-08
0,"Sorry, I'll call later in meeting.",8FTKBEQ,2017-01-17
0,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",TA76M13,2018-03-21
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",4G3H7VU,2017-08-09
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,N7LGGRZ,2016-10-01
0,Lol they were mad at first but then they woke up and gave in.,G6K3MMV,2018-09-04
0,"I think we're going to finn's now, come",XUBAC1C,2016-02-24
0,Yes its possible but dint try. Pls dont tell to any one k,1B7D1D7,2017-08-03
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,2YT5FEG,2016-06-25
0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",OKA88BZ,2016-10-26
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1MMKSV3,2016-08-23
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",TQCV95L,2017-05-30
0,K..k..i'm also fine:)when will you complete the course?,MARIK8K,2016-09-26
0,R u in this continent?,TKYWXHI,2016-02-22
0,Oh really?? Did you make it on air? What's your talent?,S76S5WA,2018-05-03
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,T3I7HMM,2018-03-21
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1BU3J6V,2017-10-26
0,So when do you wanna gym harri,5JQ6X5K,2018-03-27
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",3ARP11K,2016-12-22
0,I'm home. Doc gave me pain meds says everything is fine.,LA9XA06,2017-06-09
0,Where r we meeting?,ZYZT1ND,2017-12-11
0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,8PXW38I,2017-07-20
0,We're finally ready fyi,2P0Z6SF,2018-07-27
0,Ok lor ü reaching then message me.,ZFBNTAH,2018-07-07
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,I0WESXZ,2018-04-21
0,No current and food here. I am alone also,YT57RXP,2016-04-29
0,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,REF6UCW,2017-10-25
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,SH7PREX,2017-04-01
0,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0MR3E13,2016-07-17
0,Ok lor. I'm in town now lei.,HQYTYN1,2016-04-18
0,Umma. Did she say anything,MTPXAIB,2018-06-23
0,Why de. You looking good only:-)..,RM79W1J,2018-06-10
0,In that case I guess I'll see you at campus lodge,IDB3RL7,2016-12-05
0,HMM yeah if your not too grooved out! And im looking forward to my pound special :),OXQP5PI,2016-12-17
0,"As usual..iam fine, happy &amp; doing well..:)",G0OZ51R,2016-09-22
0,Aiyar sorry lor forgot 2 tell u...,N6UBLH0,2018-02-11
0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,AUZ63QI,2018-03-10
0,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",L771NZL,2017-12-17
0,Have you laid your airtel line to rest?,JZSSH0P,2017-09-08
0,You do your studies alone without anyones help. If you cant no need to study.,AXNP3HR,2017-11-01
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,UZEFOBH,2018-04-23
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,1V110WP,2017-09-18
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",2PLXF0X,2018-07-28
0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",HD0YR3A,2018-07-30
0,I'm okay. Chasing the dream. What's good. What are you doing next.,09Y4LXL,2016-11-22
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",L0W2FNC,2018-06-05
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,1W28LJV,2017-05-29
0,My birthday is on feb  &lt;#&gt;  da. .,QS23KTM,2017-03-22
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0N2P18E,2018-01-15
1,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,GLD6DHE,2016-09-22
0,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,FQQSLLK,2017-11-26
1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",QQ4DW7M,2018-08-09
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",PI0BNN4,2016-05-07
0,But i have to. I like to have love and arrange.,TWQGKNW,2016-12-13
0,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,R9QCYLM,2017-10-04
0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,L03MLKC,2016-09-15
0,Thank god they are in bed!,FOLBP0H,2018-08-02
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,HBAOR8S,2017-09-06
0,No prob. I will send to your email.,H5Q179I,2016-05-27
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",X83GGVA,2018-07-08
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",OZ05WBZ,2017-12-10
0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",TZKMEE0,2016-09-07
1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,GTHMDZ4,2018-03-25
0,Ok. C u then.,0ACCPHJ,2017-07-30
0,"Machan you go to gym tomorrow,  i wil come late goodnight.",2MJHGBR,2016-05-08
0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",QPRDQPS,2017-09-27
1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,5R8LWOE,2018-01-15
1,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",J3VSNQ2,2016-12-18
0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",O5KQC22,2018-04-14
0,Its ok..come to my home it vl nice to meet and v can chat..,P12QX81,2016-06-14
0,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",TIMOEWF,2016-05-18
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",VDRHN9D,2017-03-20
0,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",NIRIHP5,2018-05-29
0,"Like  &lt;#&gt; , same question",8E3F802,2016-09-25
0,Would me smoking you out help us work through this difficult time,6S60X1Z,2017-10-15
0,Kinda. First one gets in at twelve! Aah. Speak tomo,XYIGI0X,2018-05-06
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",3UGB0KM,2018-09-15
1,3. You have received your mobile content. Enjoy,0QRLDK0,2016-06-26
0,"Okay, good, no problem, and thanx!",1F47Q8T,2016-04-16
